Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Priority,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Owned By,Owned By,Blocker,Blocker Status,Comment,Comment,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Pull Request
4691760,Allow HTML transactional email templates,htmlemail,,,,epic,,,,"Dec 2, 2020",,,,,https://www.pivotaltracker.com/epic/show/4691760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556122,Support for online streaming showdates,stream,,,,epic,,,,"Apr 12, 2020",,,,,https://www.pivotaltracker.com/epic/show/4556122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502742,Should retail items be ALWAYS or NEVER associable with showdates? ,should retail items be always or never associable with showdates?,,,,epic,,,,"Jan 27, 2020",,,,"Currently it's ambiguous. An Order can include Items of subclass RetailItem, but the latter MAY be associated to a vouchertype or not  If they are, it's to allow the purchase to be limited to/associated with particular show dates and/or capacity controlled.  Not sure if this is worth the effort, and picking one or the other would simplify logic.",https://www.pivotaltracker.com/epic/show/4502742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433005,Fix comments on orders,fix-comments,,,,epic,,,,"Oct 11, 2019",,,,,https://www.pivotaltracker.com/epic/show/4433005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402437,Seatmaps test coverage,rs-test,,,,epic,,,,"Aug 30, 2019",,,,,https://www.pivotaltracker.com/epic/show/4402437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308929,Boxoffice manager can setup a performance as Reserved Seating,rs,,,,epic,,,,"May 1, 2019",,,,"Key dates: 
5/24 all design issues resolved, MVP clearly scoped
7/5 Prototype available for testing
8/2 Customer testing, dry run w/fake show to test all business processes including reservations, FOH, seat changes, etc.
9/15 Live in production
Feature narrative:
https://docs.google.com/document/d/1IA1xjD7SK8MrmaoygwGccmSyFFqZ7xXUjAvnJHJbtZg/edit
Altarena seating chart:
https://docs.google.com/spreadsheets/d/1o66BIgAaVtjPd-pR2skntEaZSP_xY448CQUKPRAmLJ0/edit#gid=2125095238",https://www.pivotaltracker.com/epic/show/4308929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395182,Enhancement features after initial rollout of reserved seating,rs2,,,,epic,,,,"Aug 22, 2019",,,,,https://www.pivotaltracker.com/epic/show/4395182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709442,"""Season"" as a first class abstraction","""season"" as a first class abstraction",,,,epic,,,,"Jan 12, 2021",,,,"MY IDEA OF THE ""CORRECT"" SOLUTION: In real life theaters do sometimes change their season calendar. And, as we've seen this year, sometimes theaters have a one-off or irregular season with different start/end dates from usual. Right now Audience1st has one day of the year on which every season starts. I think that is not really correct. I think the ideal solution (in terms of serving theater needs, not in terms of development effort) is to have an entity called a season. A season would have a name (eg ""2020"" or ""2020-2021""), a start date, and an end date. The seasons tab and the page where you create a new show and also the vouchers tab would all have a dropdown list where you choose the season you want. The Seasons tab would also have a new button ""Create new season"" where you would provide the name, start date, and end date. We would warn (but allow) if you create a season that overlaps with another season or leaves a gap between seasons. You could delete a season only if it has no shows or vouchers. You could change the name of an existing season but not its start or end dates.",https://www.pivotaltracker.com/epic/show/4709442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3952634,Move to Bootstrap to fix formatting,bootstrap,,,,epic,,,,"Apr 25, 2018",,,,,https://www.pivotaltracker.com/epic/show/3952634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777590,Replace current crappy authentication with OmniAuth,omniauth,,,,epic,,,,"Oct 25, 2017",,,,"Email/password authentication is currently handled by `lib/authenticated_system`, which predates Omniauth and is old and creaky. Goal of this story is to replace that with OmniAuth gem using the `identity` strategy initially.  

IMPORTANTLY, we should separate out into a new model - call it `Identity` - that has a correspondence to the `Customer` model but is separate.  The reason is that in the future I'd like to add ""login with Facebook"" etc, which is easy to do if authentication is factored into its own model.

The `Identity` model should be the place where all authentication related logic will live.  Some of that logic is now in `Customer.authenticate`, `ApplicationController#create_session` (which handles actually setting up a session and is called from various places in the app where login can occur, such as when the user sets up a new account), and `lib/authenticated_system` (which we will utlimately get rid of completely in favor of OmniAuth). `SessionsController` currently handles login workflow.

This should be broken into several stories, the very last of which involves removing all references to `lib/authenticated_system` and its tests.",https://www.pivotaltracker.com/epic/show/3777590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620452,Open source release,open,,,,epic,,,,"Jan 16, 2015",,,,,https://www.pivotaltracker.com/epic/show/1620452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180422,Refactor to use new Order model,refactor,,,,epic,,,,"Apr 26, 2014",,,,,https://www.pivotaltracker.com/epic/show/1180422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072011,Add comps should allow immediate reservation,"",1,"Jan 4, 2010","Jan 17, 2010",feature,1,p3 - Low,accepted,"Jan 2, 2010","Jan 6, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2072011,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183711,Boxoffice should be able to sell nonticket products,"",2,"Jan 18, 2010","Jan 31, 2010",feature,1,p3 - Low,accepted,"Jan 13, 2010","Jan 19, 2010",,Armando Fox,"Nonticket products are associated with a showdate and generate revenue, but do not count towards seat totals.  Only boxoffice can sell them.  Example would be ticket change fee, or ""seat upgrade"", glass of wine, etc.  They don't appear on door list.  Plan is to implement as new vouchertype category, and condition showdate has-many shows on filtering out this category (so doesn't contribute to seat counts).",https://www.pivotaltracker.com/story/show/2183711,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057303,Confirmation emails should be tag-stripped,"",2,"Jan 18, 2010","Jan 31, 2010",bug,,p3 - Low,accepted,"Dec 29, 2009","Jan 29, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2057303,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212782,Bundle voucher should only contain zero-revenue vouchers,"",2,"Jan 18, 2010","Jan 31, 2010",feature,1,p3 - Low,accepted,"Jan 18, 2010","Jan 29, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2212782,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552037,"""Don't list before"" not observed for shows","",4,"Feb 15, 2010","Feb 28, 2010",bug,,p3 - Low,accepted,"Feb 20, 2010","Feb 20, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2552037,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523393,"With AJAX dynamic menus, Submit button should be disabled until menu refreshes",ux,5,"Mar 1, 2010","Mar 14, 2010",bug,,p3 - Low,accepted,"Feb 17, 2010","Mar 3, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2523393,Armando Fox,,,,,"trunk rev 389 (Armando Fox - Mar 3, 2010)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490598,Group sales by box office,"",5,"Mar 1, 2010","Mar 14, 2010",feature,1,p3 - Low,accepted,"Feb 14, 2010","Mar 3, 2010",,Armando Fox,"For group sales, box office should be able to enter number of tix in text field (to purchase more than allowed by dropdown)",https://www.pivotaltracker.com/story/show/2490598,Armando Fox,,,,,"delivered in rev 388 (Armando Fox - Mar 3, 2010)","fixed IE bug in branch 2010-03-r389 r391 (Armando Fox - Mar 5, 2010)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564694,"""Processing..."" disablement should also disable Cancel button",ux,5,"Mar 1, 2010","Mar 14, 2010",bug,,p3 - Low,accepted,"Feb 22, 2010","Mar 6, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2564694,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564696,Txn ID not shown on confirm screen,"",5,"Mar 1, 2010","Mar 14, 2010",bug,,p3 - Low,accepted,"Feb 22, 2010","Mar 6, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2564696,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875898,Box ofc should be able to sell past house capacity,"",7,"Mar 29, 2010","Apr 11, 2010",feature,1,p3 - Low,accepted,"Mar 22, 2010","Mar 29, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2875898,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345,Bulk mailinglist should allow restrict by zip code,"",8,"Apr 12, 2010","Apr 25, 2010",feature,2,p3 - Low,accepted,"Jan 19, 2010","Apr 25, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2233345,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543026,Admin can import customer list from csv file,"",11,"May 24, 2010","Jun 6, 2010",feature,3,p3 - Low,accepted,"May 15, 2010","May 26, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/3543026,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283934,Users should be able to login with Facebook Connect,hipri,11,"May 24, 2010","Jun 6, 2010",feature,2,p3 - Low,accepted,"Apr 25, 2010","May 26, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/3283934,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701358,Need to mock/stub Facebooker functionality for testing,"",11,"May 24, 2010","Jun 6, 2010",chore,,p3 - Low,accepted,"May 28, 2010","May 28, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/3701358,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717371,Customer can login with email addr (vs separate login name),ux,12,"Jun 7, 2010","Jun 20, 2010",feature,1,p3 - Low,accepted,"May 30, 2010","Jun 8, 2010",,Armando Fox,Get rid of extraneous login field and fix login flows to require email (unless admin-created) and require EITHER a password or FB account (unless admin-created).,https://www.pivotaltracker.com/story/show/3717371,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712941,Suggested automatic merge of customers,"",12,"Jun 7, 2010","Jun 20, 2010",feature,1,p3 - Low,accepted,"May 28, 2010","Jun 14, 2010",,Armando Fox,Automatic merge of customers based on keeping values from most recent version of record,https://www.pivotaltracker.com/story/show/3712941,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905952,Show or showdate can have a Description field,"",12,"Jun 7, 2010","Jun 20, 2010",feature,1,p3 - Low,accepted,"Jun 14, 2010","Jun 14, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/3905952,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682751,"After login-with-Facebook, customers with no existing account should be required to create profile","",12,"Jun 7, 2010","Jun 20, 2010",feature,1,p3 - Low,accepted,"May 26, 2010","Jun 14, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/3682751,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626735,Rename all .haml to .html.haml,"",12,"Jun 7, 2010","Jun 20, 2010",chore,,p3 - Low,accepted,"May 21, 2010","Jun 14, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/3626735,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489874,Mailchimp username and password not needed in options,"",13,"Jun 21, 2010","Jul 4, 2010",feature,2,p3 - Low,accepted,"Feb 14, 2010","Jul 1, 2010",,Armando Fox,"Options should allow selecting which mail system you use, and necessary credentials for it",https://www.pivotaltracker.com/story/show/2489874,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642253,Admin when entering regular sale shouldn't require billing address,"",13,"Jun 21, 2010","Jul 4, 2010",feature,1,p3 - Low,accepted,"Mar 2, 2010","Jul 1, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2642253,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682740,"After login-with-Facebook, customers should be able to link existing Altarena account","",13,"Jun 21, 2010","Jul 4, 2010",feature,2,p3 - Low,accepted,"May 26, 2010","Jul 1, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/3682740,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713037,E-blacklisted customers should see a message encouraging them to resubscribe,ux,13,"Jun 21, 2010","Jul 4, 2010",feature,1,p3 - Low,accepted,"May 28, 2010","Jul 1, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/3713037,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114878,"Descriptions of Options should be in a yaml file like popup help, not in the DB","",13,"Jun 21, 2010","Jul 4, 2010",chore,,p3 - Low,accepted,"Jul 1, 2010","Jul 3, 2010",,Armando Fox,"Descriptions of Options should be in a yaml file like popup help, not in the DB",https://www.pivotaltracker.com/story/show/4114878,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031660,subscription sales should allow promo codes,"",14,"Jul 5, 2010","Jul 18, 2010",feature,2,p3 - Low,accepted,"Apr 2, 2010","Jul 5, 2010",,Armando Fox,"including use of promo codes, sales limits, etc.",https://www.pivotaltracker.com/story/show/3031660,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314883,Admin can create other admins,"",14,"Jul 5, 2010","Jul 18, 2010",feature,1,p3 - Low,accepted,"Jul 16, 2010","Jul 16, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/4314883,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314865,Box office can always sell past capacity,"",14,"Jul 5, 2010","Jul 18, 2010",feature,1,p3 - Low,accepted,"Jul 16, 2010","Jul 16, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/4314865,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934805,Backup tasks should cover all venues (via rake),cmtc,14,"Jul 5, 2010","Jul 18, 2010",chore,,p3 - Low,accepted,"Dec 10, 2009","Jul 16, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/1934805,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314880,show_id and showdate_id params not honored on Store links,"",15,"Jul 19, 2010","Aug 1, 2010",bug,,p3 - Low,accepted,"Jul 16, 2010","Jul 21, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/4314880,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314876,Admin can paginate duplicates list,"",15,"Jul 19, 2010","Aug 1, 2010",feature,1,p3 - Low,accepted,"Jul 16, 2010","Jul 21, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/4314876,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379649,Creating customers inside a transaction (import preview) should NOT add them to mailchimp lists,hipri,15,"Jul 19, 2010","Aug 1, 2010",bug,,p3 - Low,accepted,"Jul 21, 2010","Jul 21, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/4379649,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314875,Constant spurious security warnings about FB Connect with IE,"",15,"Jul 19, 2010","Aug 1, 2010",bug,,p3 - Low,accepted,"Jul 16, 2010","Jul 21, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/4314875,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370035,Email integration should be totally inactive outside production mode,hipri,15,"Jul 19, 2010","Aug 1, 2010",bug,,p3 - Low,accepted,"Jul 21, 2010","Jul 21, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/4370035,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808531,"Staff can ""delete"" a customer by merging with Anonymous Customer",cmtc,18,"Aug 30, 2010","Sep 12, 2010",feature,2,p3 - Low,accepted,"Mar 16, 2010","Sep 4, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2808531,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120543,Button formatting problems on IE 8,hipri,18,"Aug 30, 2010","Sep 12, 2010",bug,,p3 - Low,accepted,"Sep 10, 2010","Sep 10, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/5120543,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058462,Customers_controller#merge should return to same point in customer list when finished,hipri,18,"Aug 30, 2010","Sep 12, 2010",bug,,p3 - Low,accepted,"Sep 7, 2010","Sep 10, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/5058462,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120496,List All button for CUstomers,hipri,18,"Aug 30, 2010","Sep 12, 2010",feature,1,p3 - Low,accepted,"Sep 10, 2010","Sep 10, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/5120496,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981321,CVV prevalidation should be selectable,cmtc,19,"Sep 13, 2010","Sep 26, 2010",chore,,p3 - Low,accepted,"Sep 2, 2010","Sep 19, 2010",,Armando Fox,...rather than the awful hack in StoreController#collect_credit_card_info,https://www.pivotaltracker.com/story/show/4981321,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571126,Valid-voucher vouchertype choices should include only active vouchers,ux,19,"Sep 13, 2010","Sep 26, 2010",bug,,p3 - Low,accepted,"Feb 22, 2010","Sep 19, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2571126,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726347,Next season subscription counts shouldn't include this season's subscriptions that happen to be valid at start of next season,"",19,"Sep 13, 2010","Sep 26, 2010",bug,,p3 - Low,accepted,"Mar 9, 2010","Sep 19, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/2726347,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120222,Add Subscribe tab in navbar,hipri,19,"Sep 13, 2010","Sep 26, 2010",feature,1,p3 - Low,accepted,"Sep 10, 2010","Sep 19, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/5120222,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649751,Separate page for nonticket products,"",21,"Oct 11, 2010","Oct 24, 2010",feature,2,p3 - Low,accepted,"Oct 12, 2010","Oct 13, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/5649751,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5669984,Banner name on Events page should be configurable,"",21,"Oct 11, 2010","Oct 24, 2010",feature,1,p3 - Low,accepted,"Oct 13, 2010","Oct 19, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/5669984,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774045,"Fulfillment report should include ""order placed"" column",hipri,21,"Oct 11, 2010","Oct 24, 2010",feature,1,p3 - Low,accepted,"Oct 19, 2010","Oct 20, 2010",,Altarena,,https://www.pivotaltracker.com/story/show/5774045,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542992,"Customer report output should allow ""tag these customers in mailchimp master list""","",22,"Oct 25, 2010","Nov 7, 2010",feature,2,p3 - Low,accepted,"May 15, 2010","Oct 26, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/3542992,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079327,Welcome landing page should have customizable message,"",23,"Nov 8, 2010","Nov 21, 2010",feature,1,p3 - Low,accepted,"Nov 5, 2010","Nov 12, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/6079327,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6581093,sold_on shouldn't get adjusted on reservation for subscription/comp vouchers,"",23,"Nov 8, 2010","Nov 21, 2010",bug,,p3 - Low,accepted,"Nov 19, 2010","Nov 19, 2010",,Armando Fox,fixed in commit 674,https://www.pivotaltracker.com/story/show/6581093,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5712358,Import XML reports from Goldstar,"",24,"Nov 22, 2010","Dec 5, 2010",feature,3,p3 - Low,accepted,"Oct 15, 2010","Dec 3, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/5712358,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6789265,Staff can attach labels to customer,"",25,"Dec 6, 2010","Dec 19, 2010",feature,1,p3 - Low,accepted,"Nov 26, 2010","Dec 12, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/6789265,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339405,Admin should be able to do comps-only subscription order,"",26,"Dec 20, 2010","Jan 2, 2011",feature,1,p3 - Low,accepted,"Nov 13, 2010","Dec 29, 2010",,Armando Fox,,https://www.pivotaltracker.com/story/show/6339405,Armando Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
